index,Job_Title,Rating,Company_Name,Year_Founded,Type_of_Ownership,Industry,Sector,Competitors,Revenue_USD_Low,Revenue_USD_High,Number_of_Employees_Low,Number_of_Employees_High,Headquarters_City,Headquarters_State/Country,Location_City,Location_State,Salary_Range_Low_Thousands_of_USD,Salary_Range_High_Thousands_of_USD,Excel_Skills,Python_Skills,Cloud_System_Skills,SQL_Skills,Tableau_Power_BI_Skills,ML_Skills,PhD,Skills_Sum
392,Senior Clinical Data Scientist Programmer,3.6,WCG (WIRB-Copernicus Group),,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,,100,500_000_000,1001,5000,Princeton,NJ,Hamilton,NJ,110,163,1,0,1,0,1,1,0,4
393,Data Engineer,4.5,Kingfisher Systems,2005,Company - Private,Federal Agencies,Government,,25,50_000_000,51,200,Falls Church,VA,Falls Church,VA,110,163,0,1,0,1,0,0,0,2
394,Computer Vision / Deep Learning Scientist,3.3,Tempus Labs,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,,,,501,1000,Chicago,IL,Chicago,IL,110,163,0,0,1,0,1,1,1,4
395,Data Solutions Engineer - Data Modeler,3.4,Liberty Mutual Insurance,,Company - Private,Insurance Carriers,Insurance,"Travelers, Allstate, State Farm",10_000_000_000,,10000,,Boston,MA,Indianapolis,IN,110,163,0,1,0,1,0,1,0,3
396,Data Scientist,4.3,Visionary Integration Professionals,1996,Company - Private,IT Services,Information Technology,"CGI (Nevada), Accenture, Deloitte",100,500_000_000,501,1000,Folsom,CA,Washington,DC,110,163,1,0,0,0,0,1,0,2
397,Data Scientist (TS/SCI w/ Poly),3.5,Maxar Technologies,,Company - Public,Aerospace & Defense,Aerospace & Defense,,2,5_000_000_000,5001,10000,Westminster,CO,Herndon,VA,110,163,0,1,0,0,0,1,0,2
398,Weapons and Sensors Engineer/Scientist,4.0,Dynetics,1974,Company - Private,Aerospace & Defense,Aerospace & Defense,,100,500_000_000,1001,5000,Huntsville,AL,Huntsville,AL,110,163,0,1,0,0,0,1,0,2
399,Applied Computer Scientist,4.5,Systems & Technology Research,2010,Company - Private,Aerospace & Defense,Aerospace & Defense,,100,500_000_000,201,500,Woburn,MA,Woburn,MA,110,163,0,0,0,0,0,1,1,2
400,Senior Data Analyst,4.5,Novetta,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,"Leidos, CACI International, Booz Allen Hamilton",100,500_000_000,501,1000,Mc Lean,VA,Herndon,VA,110,163,1,1,0,1,0,1,0,4
401,Cloud Data Engineer (Azure),3.9,Navy Federal Credit Union,,Other Organization,Banks & Credit Unions,Finance,,,,10000+,10000+,Vienna,VA,Merrifield,VA,110,163,0,0,0,1,0,1,0,2
402,"Lead Certified Clinical Laboratory Scientist - Saturday - Tuesday, 8:00pm - 6:30am shift",4.0,Exact Sciences Corporation,1995,Company - Public,Health Care Services & Hospitals,Health Care,,100,500_000_000,1001,5000,Madison,WI,Madison,WI,110,163,0,0,0,0,0,1,0,1
403,Sr. Data Analyst,3.6,Community Behavioral Health,1994,Company - Private,Health Care Services & Hospitals,Health Care,,500_000_000,1_000_000_000,201,500,Phila,PA,Philadelphia,PA,110,163,1,0,0,1,0,1,0,3
404,Senior Scientist - Toxicologist - Product Integrity (Stewardship),3.3,Reynolds American,,Company - Private,Consumer Products Manufacturing,Manufacturing,,10_000_000_000,,10000,,Winston-Salem,NC,Winston-Salem,NC,110,163,1,0,0,0,0,1,1,3
405,Senior Machine Learning Engineer,5.0,LifeOmic,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,,,,51,200,Indianapolis,IN,Raleigh,NC,110,163,0,0,1,0,1,1,0,3
406,Product Data Scientist - Ads Data Science,4.1,Twitter,2006,Company - Public,Internet,Information Technology,"Facebook, Google, Pinterest",2,5_000_000_000,1001,5000,San Francisco,CA,San Francisco,CA,124,198,0,1,0,0,0,1,1,3
407,Data Scientist,3.2,Postmates - Corporate HQ,2011,Company - Private,Express Delivery Services,Transportation & Logistics,"DoorDash, Uber, Grubhub",,,1001,5000,San Francisco,CA,San Francisco,CA,124,198,0,1,0,1,0,1,0,3
408,Data Scientist,4.9,"Visionist, Inc.",2010,Company - Private,Enterprise Software & Network Solutions,Information Technology,,10,25_000_000,51,200,Columbia,MD,Columbia,MD,124,198,0,1,0,0,0,1,0,2
409,Data Scientist,,Navio,,,,,,,,,,Half Moon Bay,CA,San Mateo,CA,124,198,0,0,1,0,1,1,0,3
410,Data Scientist,3.3,Concerto HealthAI,2018,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,,,,201,500,Boston,MA,Boston,MA,124,198,0,1,0,0,0,1,1,3
411,Data Scientist,,Evolvinc,2005,Company - Private,IT Services,Information Technology,,,,1,50,Los Angeles,CA,Burbank,CA,124,198,1,1,1,1,1,1,0,6
412,Data Scientist,5.0,PROPRIUS,,Company - Private,Enterprise Software & Network Solutions,Information Technology,,,,1,50,London,United Kingdom,Sunnyvale,CA,124,198,0,1,0,0,0,1,1,3
413,Data Scientist,3.4,TECHNOCRAFT Solutions,,Company - Private,Advertising & Marketing,Business Services,,1,5_000_000,1,50,Hilliard,OH,San Ramon,CA,124,198,0,1,0,1,0,1,0,3
414,Data Scientist,4.1,"Latitude, Inc.",,Company - Private,Consulting,Business Services,,1,5_000_000,1,50,Hanover,MD,Washington,DC,124,198,0,1,0,1,0,1,0,3
415,Data Scientist,5.0,Royce Geospatial,2014,Company - Private,Aerospace & Defense,Aerospace & Defense,,10,25_000_000,51,200,Arlington,VA,Springfield,VA,124,198,0,1,0,1,0,1,0,3
416,Data Scientist,4.2,CyberCoders,1999,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,,100,500_000_000,201,500,Irvine,CA,Phoenix,AZ,124,198,0,1,0,1,0,1,0,3
417,Data Scientist,3.7,Booz Allen Hamilton Inc.,,Company - Public,Consulting,Business Services,"Accenture, Deloitte, PwC",5,10_000_000_000,10000+,10000+,Mc Lean,VA,Oxnard,CA,124,198,0,1,0,0,0,1,0,2
418,Data Scientist,3.8,Burns & McDonnell,,Company - Private,Architectural & Engineering Services,Business Services,"Bechtel Jacobs, Black & Veatch, HNTB",1,2_000_000_000,5001,10000,Kansas City,MO,Kansas City,MO,124,198,1,1,0,1,0,1,0,4
419,Data Scientist,4.8,InvenTech Info,2010,Company - Private,IT Services,Information Technology,,1,5_000_000,201,500,Bengaluru,India,Jersey City,NJ,124,198,0,1,0,1,0,0,0,2
420,Data Scientist,3.5,Robert Half,1948,Company - Public,Staffing & Outsourcing,Business Services,"Adecco, Manpower",2,5_000_000_000,10000+,10000+,Menlo Park,CA,Manchester,NH,124,198,0,1,0,1,0,1,0,3
421,Analytics - Business Assurance Data Analyst,4.6,GreatAmerica Financial Services,1992,Company - Private,Lending,Finance,,100,500_000_000,501,1000,Cedar Rapids,IA,Cedar Rapids,IA,124,198,1,0,0,1,0,1,0,3
422,Data Scientist,4.5,Conflux Systems Inc.,,Company - Private,Accounting,Accounting & Legal,,1,1_000_000,1,50,Alpharetta,GA,Winters,TX,124,198,1,1,1,1,1,1,0,6
423,Data Scientist,3.9,Criteo,2005,Company - Public,Internet,Information Technology,"MediaMath, Conversant, AppNexus",2,5_000_000_000,1001,5000,Paris,France,Ann Arbor,MI,124,198,0,1,0,0,0,1,0,2
424,Data Scientist,3.4,Voice,,Company - Private,,,,,,,,,,Brooklyn,NY,124,198,0,1,0,0,0,1,0,2
425,Data Scientist,,Microagility,,Company - Private,Consulting,Business Services,,1,5_000_000,1,50,Princeton,NJ,New York,NY,124,198,1,1,0,1,0,1,0,4
426,Data Scientist,4.1,Coverent,2008,Company - Private,Consulting,Business Services,,10,25_000_000,51,200,Mclean,VA,Mclean,VA,124,198,1,1,0,0,0,1,0,3
427,Data Scientist,3.7,Via Transportation,2012,Company - Private,Internet,Information Technology,,,,501,1000,New York,NY,New York,NY,79,133,0,1,0,1,0,1,1,4
428,Senior Data Scientist,3.5,Benson Hill,2012,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,,1,5_000_000,201,500,Saint Louis,MO,Saint Louis,MO,79,133,1,1,0,0,0,1,1,4
429,Data Scientist,4.6,"Conch Technologies, Inc",,Company - Private,Consulting,Business Services,,5,10_000_000,51,200,Memphis,TN,Concord,CA,79,133,0,0,0,0,0,1,0,1
430,Data Scientist,,Falcon IT & Staffing Solutions,,Company - Public,,,,,,,,Washington,DC,Fort Belvoir,VA,79,133,1,1,0,0,0,1,0,3
431,Data Scientist,,"Rainmaker Resources, LLC",,Company - Private,,,,,,1,50,Cincinnati,OH,Cincinnati,OH,79,133,1,0,0,0,0,1,1,3
432,Data Engineer,4.4,Rocket Lawyer,2008,Company - Private,Computer Hardware & Software,Information Technology,,50,100_000_000,51,200,San Francisco,CA,San Francisco,CA,79,133,1,1,0,1,0,1,0,4
433,Data Scientist,3.6,DataLab USA,,Company - Private,IT Services,Information Technology,"Acxiom, Merkle, Epsilon (North Carolina)",,,51,200,Germantown,MD,Germantown,MD,79,133,1,1,0,1,0,1,1,5
434,Data Scientist,3.1,Werner Enterprises Inc,1956,Company - Public,Logistics & Supply Chain,Transportation & Logistics,,2,5_000_000_000,10000+,10000+,Omaha,NE,Omaha,NE,79,133,0,0,0,0,0,0,0,0
435,Data Scientist,5.0,PeopleCom,,Company - Private,,,,1,5_000_000,1,50,Reston,VA,Mclean,VA,79,133,0,1,0,1,0,1,1,4
436,Data Scientist - Machine Learning,5.0,VANTA Partners,2018,Company - Private,Staffing & Outsourcing,Business Services,,,,1,50,Clifton Park,NY,Open Fork,VA,79,133,0,1,0,0,0,1,0,2
437,Data Scientist,,B4Corp,,Company - Private,IT Services,Information Technology,,,,51,200,Leesburg,VA,Reston,VA,79,133,1,1,0,1,0,1,0,4
438,Data Scientist,,"Blue Icy Water, LLC",,Company - Private,,,,,,1,50,Livonia,MI,United States,,79,133,1,0,0,0,0,1,0,2
439,Data Scientist,3.5,"Farmer's Business Network, Inc.",2014,Company - Private,Farm Support Services,Agriculture & Forestry,,,,201,500,San Carlos,CA,San Carlos,CA,79,133,1,1,0,0,0,1,0,3
440,Data Scientist,,Sonde Health,,Company - Private,Health Care Services & Hospitals,Health Care,,1,1_000_000,1,50,Boston,MA,Boston,MA,79,133,0,1,1,0,1,1,0,4
441,Data Scientist,5.0,Maxiom,,Company - Public,,,,,,1,50,Ashburn,VA,Ashburn,VA,79,133,1,1,0,1,0,0,0,3
442,Data Scientist,2.7,Change Healthcare,2007,Company - Public,IT Services,Information Technology,,,,10000+,10000+,Nashville,TN,Lombard,IL,79,133,1,0,1,1,1,1,0,5
443,Data Scientist,4.1,DCS Corp,1977,Company - Private,Research & Development,Business Services,,100,500_000_000,1001,5000,Alexandria,VA,Hampton,VA,79,133,1,1,0,0,0,1,0,3
444,Data Scientist,2.1,Hive (CA),2019,Company - Private,Telecommunications Services,Telecommunications,,,,,,Los Angeles,CA,San Francisco,CA,79,133,0,1,0,1,0,1,0,3
445,Machine Learning Engineer/Scientist,4.8,Jane Street,2000,Company - Private,Investment Banking & Asset Management,Finance,,,,501,1000,New York,NY,New York,NY,79,133,0,0,0,0,0,1,0,1
446,Data Scientist - Intermediate,4.5,Envision LLC,1994,Company - Private,Staffing & Outsourcing,Business Services,,25,50_000_000,201,500,Saint Louis,MO,Saint Louis,MO,69,116,1,1,0,0,0,1,1,4
447,Principal Data Scientist,4.0,Autodesk,1982,Company - Public,Computer Hardware & Software,Information Technology,,2,5_000_000_000,5001,10000,San Rafael,CA,San Francisco,CA,69,116,1,1,1,0,1,1,0,5
448,Data Scientist,3.3,Hackensack Meridian Health,,Nonprofit Organization,Health Care Services & Hospitals,Health Care,,5,10_000_000_000,10000+,10000+,Edison,NJ,Edison,NJ,69,116,0,1,0,0,0,1,0,2
449,"Senior Data Scientist â Image Analytics, Novartis AI Innovation Lab",3.9,Novartis,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,,10_000_000_000,,10000,,Basel,Switzerland,Cambridge,MA,69,116,0,0,0,0,0,1,0,1
450,Data Scientist,3.2,Net2Source Inc.,2007,Company - Private,Staffing & Outsourcing,Business Services,,100,500_000_000,1001,5000,Somerset,NJ,Alpharetta,GA,69,116,1,1,0,1,0,1,0,4
451,Data Scientist,3.2,The Trade Desk,2009,Company - Public,Internet,Information Technology,,,,1001,5000,Ventura,CA,Boulder,CO,69,116,0,1,1,1,1,1,0,5
452,Data Scientist- Industrial Discrete Sector Industry,3.7,IBM,,Company - Public,IT Services,Information Technology,"Amazon, Accenture, Microsoft",10_000_000_000,,10000,,Armonk,NY,Atlanta,GA,69,116,1,1,1,0,1,1,1,6
453,Data Scientist,4.4,Knowesis Inc.,2007,Company - Private,Consulting,Business Services,"Booz Allen Hamilton, Deloitte, ERPi",25,50_000_000,51,200,Fairfax,VA,Falls Church,VA,69,116,0,1,1,1,1,1,0,5
454,Data Scientist,3.1,MoTek Technologies,2009,Company - Private,IT Services,Information Technology,,1,5_000_000,1,50,San Jose,CA,Mountain View,CA,69,116,1,1,0,1,0,1,0,4
455,Data Scientist,3.3,The Davey Tree Expert Company,,Self-employed,Timber Operations,Agriculture & Forestry,"ACRT Services, Bartlett Tree Experts",1,2_000_000_000,10000+,10000+,Kent,OH,Kent,OH,69,116,1,1,0,1,0,1,0,4
456,Data Scientist,3.5,HPOne,2006,Company - Private,Insurance Carriers,Insurance,,50,100_000_000,501,1000,Trumbull,CT,Trumbull,CT,69,116,1,1,0,0,0,1,0,3
457,Data Scientist,,Stride Search,,Company - Private,,,,1,1_000_000,1,50,Westlake Village,CA,San Francisco,CA,69,116,0,1,0,0,0,1,0,2
458,Machine Learning Engineer,2.6,Software Engineering Institute,1984,College / University,Colleges & Universities,Education,,,,501,1000,Pittsburgh,PA,Pittsburgh,PA,69,116,0,1,0,0,0,1,1,3
459,Data Scientist,,Blue Cloak LLC,,,,,,,,,,,,Sterling,VA,69,116,0,1,1,1,1,1,1,6
460,Data Scientist,2.7,TBWA\Chiat\Day,1968,Company - Public,Advertising & Marketing,Business Services,,100,500_000_000,1001,5000,New York,NY,New York,NY,69,116,1,1,0,1,0,1,0,4
461,Data Scientist,3.5,ThreeBridge Solutions,2009,Company - Private,Consulting,Business Services,,,,501,1000,Minneapolis,MN,Alpharetta,GA,69,116,0,1,1,1,1,1,0,5
462,Data Scientist,3.2,"Numeric, LLC",,Company - Private,Staffing & Outsourcing,Business Services,,5,10_000_000,1,50,Chadds Ford,PA,Philadelphia,PA,69,116,0,1,1,1,1,1,0,5
463,Data Analyst - Unilever Prestige,3.8,Dermalogica,1986,Subsidiary or Business Segment,Consumer Products Manufacturing,Manufacturing,"IMAGE Skincare, Aveda, Kiehl's",100,500_000_000,201,500,Carson,CA,Carson,CA,69,116,0,1,0,1,0,1,0,3
464,Data Scientist,4.2,Centraprise,,Company - Private,IT Services,Information Technology,,1,1_000_000,51,200,Edison,NJ,Foster City,CA,69,116,0,1,0,1,0,1,0,3
465,Data Scientist,4.8,TechProjects,2011,Company - Private,IT Services,Information Technology,,,,1,50,North Brunswick,NJ,New York,NY,69,116,1,1,0,1,0,1,0,4
466,Data Scientist,4.2,DW Simpson,1989,Company - Private,Staffing & Outsourcing,Business Services,,10,25_000_000,51,200,Chicago,IL,Frederick,MD,69,116,1,1,0,1,0,0,0,3
467,Data & Machine Learning Scientist,3.3,Tempus Labs,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,,,,501,1000,Chicago,IL,Chicago,IL,31,56,0,1,1,1,1,1,1,6
468,Data Scientist,4.0,Grid Dynamics,2006,Company - Private,Enterprise Software & Network Solutions,Information Technology,"Luxoft, EPAM, Capgemini Invent",50,100_000_000,1001,5000,San Ramon,CA,Santa Clara,CA,31,56,1,1,0,1,0,1,0,4
469,"VP, Data Science",3.9,7Park Data,2012,Company - Private,Research & Development,Business Services,,,,51,200,New York,NY,New York,NY,31,56,1,1,0,0,0,1,1,4
470,Senior Business Intelligence Analyst,3.7,Protolabs,1999,Company - Public,Miscellaneous Manufacturing,Manufacturing,,100,500_000_000,1001,5000,Maple Plain,MN,Maple Plain,MN,31,56,0,0,0,1,0,1,0,2
471,Data Scientist,3.9,LinQuest,2004,Company - Private,Aerospace & Defense,Aerospace & Defense,,50,100_000_000,501,1000,Los Angeles,CA,Colorado Springs,CO,31,56,1,1,0,1,0,1,0,4
472,Data Engineer - Kafka,3.5,Western Digital,1970,Company - Public,Computer Hardware & Software,Information Technology,"Seagate Technology, Toshiba",10_000_000_000,,10000,,San Jose,CA,San Jose,CA,31,56,0,1,1,0,1,1,0,4
473,Data Scientist,4.0,Trexquant Investment,2012,Company - Private,Investment Banking & Asset Management,Finance,,,,1,50,Stamford,CT,United States,,31,56,0,1,0,1,0,1,0,3
474,Data Scientist,3.0,Ameritas Life Insurance Corp,,Company - Private,Insurance Agencies & Brokerages,Insurance,,2,5_000_000_000,1001,5000,Lincoln,NE,Cincinnati,OH,31,56,0,0,0,0,0,1,0,1
475,Data Scientist,3.7,Fleetcor,2000,Company - Public,Financial Transaction Processing,Finance,,2,5_000_000_000,5001,10000,Atlanta,GA,Atlanta,GA,31,56,1,1,0,0,0,1,0,3
476,Data Scientist,4.5,Radiant Digital,,Company - Private,,,,1,1_000_000,1,50,New York,NY,Washington,DC,31,56,1,1,0,1,0,0,0,3
477,Data Scientist,2.8,Child Care Aware of America,1987,Nonprofit Organization,Social Assistance,Non-Profit,,25,50_000_000,51,200,Arlington,VA,Arlington,VA,31,56,1,1,1,1,1,1,0,6
478,Data Scientist,4.1,IntelliPro Group Inc.,,Company - Private,,,,10,25_000_000,201,500,Santa Clara,CA,Santa Clara,CA,31,56,1,1,0,0,0,1,1,4
479,In-Line Inspection Data Analyst,2.9,Quest Integrity,1996,Company - Public,Oil & Gas Services,"Oil, Gas, Energy & Utilities",,50,100_000_000,201,500,Kent,WA,Tulsa,OK,31,56,1,0,0,0,0,1,0,2
480,Data Scientist,4.7,Praxis Engineering,2002,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,"Raytheon Technologies, Northrop Grumman, Booz Allen Hamilton",100,500_000_000,201,500,Annapolis Junction,MD,Chantilly,VA,31,56,0,0,1,1,1,1,0,4
481,Data Scientist,3.4,USI,1998,Company - Private,Construction,"Construction, Repair & Maintenance",,100,500_000_000,1001,5000,Saint Paul,MN,Southfield,MI,31,56,1,1,0,1,0,1,0,4
482,Data Scientist,3.9,Apex Systems,1995,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,"TEKsystems, Insight Global, Accenture",2,5_000_000_000,1001,5000,Glen Allen,VA,San Francisco,CA,31,56,0,0,0,1,0,0,0,1
483,Data Scientist,2.9,"Pragmatics, Inc.",1985,Company - Private,IT Services,Information Technology,,100,500_000_000,201,500,Reston,VA,United States,,31,56,0,1,1,0,1,1,0,4
484,Decision Scientist,4.5,Johns Hopkins University Applied Physics Laboratory,1942,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,"MIT Lincoln Laboratory, Lockheed Martin, Northrop Grumman",1,2_000_000_000,5001,10000,Laurel,MD,Laurel,MD,31,56,1,0,0,0,0,1,1,3
485,Data Scientist,4.9,Cambridge Mobile Telematics,2010,Company - Private,Enterprise Software & Network Solutions,Information Technology,,,,1,50,Cambridge,MA,Cambridge,MA,31,56,0,1,1,0,1,1,1,5
486,Data Scientist - TS/SCI FSP or CI Required,5.0,Phoenix Operations Group,2011,Company - Private,IT Services,Information Technology,,1,5_000_000,1,50,Woodbine,MD,Annapolis Junction,MD,31,56,0,1,0,0,0,1,0,2
487,"Data Scientist, Applied Machine Learning - Bay Area",3.3,Tempus Labs,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,,,,501,1000,Chicago,IL,Redwood City,CA,95,119,0,1,1,1,1,1,0,5
488,Data Scientist,3.5,The Knot Worldwide,2019,Company - Private,Internet,Information Technology,Zola Registry,,,1001,5000,Chevy Chase,MD,Washington,DC,95,119,0,1,1,0,1,1,0,4
489,Data Scientist,3.5,Crossover Health,2010,Company - Private,Health Care Services & Hospitals,Health Care,,1,5_000_000,1,50,Aliso Viejo,CA,San Clemente,CA,95,119,1,1,0,0,0,1,0,3
490,Data Scientist,4.0,Lorven Technologies Inc,,Company - Private,Accounting,Accounting & Legal,,1,1_000_000,1,50,Plainsboro,NJ,New York,NY,95,119,0,1,0,1,0,1,0,3
491,Data Analyst,3.9,Nolij Consulting,2012,Company - Public,Consulting,Business Services,,1,5_000_000,51,200,Vienna,VA,Falls Church,VA,95,119,1,1,0,1,0,1,0,4
492,Data Scientist,3.4,Dice.com,1990,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,"Monster Worldwide, CareerBuilder, Craigslist",100,500_000_000,201,500,Denver,CO,Newton,MA,95,119,1,1,1,1,1,1,0,6
493,Data Scientist,3.5,Gap Inc.,1969,Company - Public,"Department, Clothing, & Shoe Stores",Retail,"H&M, Inditex, Fast Retailing",10_000_000_000,,10000,,San Francisco,CA,San Francisco,CA,95,119,0,1,0,1,0,1,1,4
494,Data Scientist,4.7,"Tygart Technology, Inc",,Company - Private,,,,1,5_000_000,1,50,Fairmont,WV,Washington,DC,95,119,1,1,0,1,0,1,0,4
495,Data Scientist,,Hatch Data Inc,,,,,,,,,,,,San Francisco,CA,95,119,0,1,1,0,1,1,0,4
496,Data Scientist,,Hatch Data Inc,,,,,,,,,,,,San Francisco,CA,95,119,0,1,1,0,1,1,0,4
497,Data Scientist,,Hatch Data Inc,,,,,,,,,,,,San Francisco,CA,95,119,0,1,1,0,1,1,0,4
498,Data Scientist,,Hatch Data Inc,,,,,,,,,,,,San Francisco,CA,95,119,0,1,1,0,1,1,0,4
499,Data Scientist,,Hatch Data Inc,,,,,,,,,,,,San Francisco,CA,95,119,0,1,1,0,1,1,0,4
500,Data Scientist,,Hatch Data Inc,,,,,,,,,,,,San Francisco,CA,95,119,0,1,1,0,1,1,0,4
501,Data Scientist,4.6,Murray Resources,1988,Company - Private,Staffing & Outsourcing,Business Services,,10,25_000_000,1,50,Houston,TX,The Woodlands,TX,95,119,1,1,0,1,0,1,0,4
502,Data Scientist,4.0,New York Technology Partners,1999,Company - Private,Computer Hardware & Software,Information Technology,,10,25_000_000,51,200,Jersey City,NJ,Seattle,WA,95,119,1,1,1,1,1,1,0,6
503,Data Scientist,4.0,Two95 International Inc.,,Company - Private,Staffing & Outsourcing,Business Services,,1,5_000_000,1,50,Cherry Hill,NJ,Chicago,IL,95,119,0,1,0,1,0,1,0,3
504,Data Scientist,,Sophinea,,,,,,,,1,50,,,Chantilly,VA,95,119,0,0,0,1,0,1,0,2
505,Data Scientist,4.7,CRS Group,1994,Company - Private,Staffing & Outsourcing,Business Services,,10,25_000_000,51,200,Itasca,IL,Chicago,IL,95,119,0,0,0,0,0,0,0,0
506,Data Scientist,3.5,Blackstone Talent Group,1998,Company - Private,Consulting,Business Services,,25,50_000_000,51,200,San Francisco,CA,San Francisco,CA,95,119,0,1,1,0,1,1,0,4
507,Data Scientist - TS/SCI Required,5.0,Phoenix Operations Group,2011,Company - Private,IT Services,Information Technology,,1,5_000_000,1,50,Woodbine,MD,Baltimore,MD,95,119,0,1,0,0,0,1,0,2
508,Senior Principal Data Scientist (Python/R),4.1,Roche,,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,"Novartis, AstraZeneca, Siemens Healthineers",10_000_000_000,,10000,,Basel,Switzerland,Pleasanton,CA,212,331,1,1,0,1,0,1,1,5
509,"Real World Science, Data Scientist",4.0,AstraZeneca,,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,"Roche, GlaxoSmithKline, Novartis",10_000_000_000,,10000,,Cambridge,United Kingdom,Wilmington,DE,212,331,0,1,0,1,0,1,1,4
510,Data Scientist,3.6,Creative Circle,2002,Company - Public,Staffing & Outsourcing,Business Services,"Aquent, 24 Seven Talent",,,201,500,Los Angeles,CA,United States,,212,331,0,1,0,1,0,0,0,2
511,Data Scientist(s)/Machine Learning Engineer,5.0,Blue Horizon Tek Solutions,1987,Company - Private,Staffing & Outsourcing,Business Services,,,,1,50,Coconut Creek,FL,New York,NY,212,331,1,1,0,0,0,1,0,3
512,Senior Data Scientist,3.5,Maxar Technologies,,Company - Public,Aerospace & Defense,Aerospace & Defense,,2,5_000_000_000,5001,10000,Westminster,CO,Herndon,VA,212,331,1,1,0,1,0,1,0,4
513,Data Scientist,4.7,Sharpedge Solutions Inc,,Company - Private,Publishing,Media,,1,1_000_000,,,Lombard,IL,Seattle,WA,212,331,1,1,1,1,1,1,0,6
514,Data Scientist,3.5,Maxar Technologies,,Company - Public,Aerospace & Defense,Aerospace & Defense,,2,5_000_000_000,5001,10000,Westminster,CO,Herndon,VA,212,331,0,1,0,1,0,1,0,3
515,Data Scientist,3.6,Alaka`ina Foundation Family of Companies,,Government,,,,,,501,1000,Honolulu,HI,Fort Sam Houston,TX,212,331,0,1,0,1,0,1,0,3
516,ENGINEER - COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING - SAN ANTONIO OR,3.9,Southwest Research Institute,1947,Nonprofit Organization,Research & Development,Business Services,"Los Alamos National Laboratory, Battelle, SRI International",500_000_000,1_000_000_000,1001,5000,San Antonio,TX,Oklahoma City,OK,212,331,1,1,0,0,0,1,0,3
517,Data Scientist,2.7,Hexagon US Federal,2010,Company - Public,Aerospace & Defense,Aerospace & Defense,,,,51,200,Chantilly,VA,Lexington Park,MD,212,331,1,0,1,0,1,1,0,4
518,Data Science Software Engineer,4.8,Klaviyo,2012,Company - Private,Computer Hardware & Software,Information Technology,,,,201,500,Boston,MA,Boston,MA,212,331,0,1,0,0,0,1,0,2
519,"Scientist / Group Lead, Cancer Biology",,Monte Rosa Therapeutics,,,,,,,,,,,,Cambridge,MA,212,331,1,0,0,0,0,1,1,3
520,Data Scientist,4.0,Comtech Global Inc,,Company - Private,"Health, Beauty, & Fitness",Consumer Services,,5,10_000_000,51,200,Columbus,OH,Washington,DC,212,331,0,1,1,1,1,1,0,5
521,Data Scientist,3.8,"Aveshka, Inc.",2010,Company - Public,IT Services,Information Technology,,10,25_000_000,51,200,Arlington,VA,Washington,DC,212,331,1,1,0,1,0,1,0,4
522,"Manager, Field Application Scientist, Southeast",4.2,10x Genomics,2012,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,,,,501,1000,Pleasanton,CA,Raleigh,NC,212,331,1,0,0,0,0,1,0,2
523,COMPUTER SCIENTIST - ENGINEER - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING,3.9,Southwest Research Institute,1947,Nonprofit Organization,Research & Development,Business Services,"Los Alamos National Laboratory, Battelle, SRI International",500_000_000,1_000_000_000,1001,5000,San Antonio,TX,Dayton,OH,212,331,1,1,0,0,0,1,0,3
524,Data Scientist,,CompuForce,,Company - Private,,,,,,,,New York,NY,New York,NY,212,331,1,1,1,0,1,1,1,6
525,Data Scientist,4.5,Smith Hanley Associates,1980,Company - Private,Staffing & Outsourcing,Business Services,"Kforce, PageGroup, Robert Half",,,1,50,New York,,Washington,DC,212,331,0,1,0,1,0,1,1,4
526,Scientist - Machine Learning,3.5,Allen Institute,2003,Nonprofit Organization,Research & Development,Business Services,,100,500_000_000,201,500,Seattle,WA,Seattle,WA,212,331,0,0,0,0,0,1,1,2
527,Data Scientist,2.7,1-800-Flowers,1976,Company - Public,Wholesale,Business Services,,1,2_000_000_000,1001,5000,Carle Place,NY,New York,NY,212,331,1,1,0,1,0,1,0,4
528,Data Scientist,3.5,Aptive,2012,Company - Private,Consulting,Business Services,,25,50_000_000,51,200,Alexandria,VA,Washington,DC,212,331,1,1,0,1,0,1,0,4
